ids,Th1,Th10,Th11,Th12,Th13,Th14,Th15,Th16,Th17,Th18,Th19,Th2,Th20,Th21,Th22,Th24,Th25,Th26,Th27,Th28,Th29,Th3,Th30,Th31,Th32,Th33,Th34,Th35,Th36,Th37,Th38,Th39,Th4,Th40,Th42,Th43,Th44,Th45,Th46,Th47,Th48,Th49,Th5,Th50,Th6,Th9
26402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
33640,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59311,0,0,14,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,76,100,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
30722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34670,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,87,0,0,0,0,57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29102,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
